"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"04000","5","99","54","0","2021","A","",2514,3924,227162660,58738483,1118712,1113,57888,"",0.63,0.99,0.86,1.03,0.60,0.87,0.87,"",1427,131.3,2159,122.3,134424638,145.0,25553209,77.0,499355,80.6,102,10.1,5340,10.2
"04001","5","99","74","0","2021","A","",1,1,16180,13080,262,415,21573,"",0.08,0.04,0.01,0.08,0.02,0.40,0.40,"",-1,-50.0,0,0.0,6405,65.5,3305,33.8,67,34.4,133,47.2,6910,47.1
"04003","5","99","74","0","2021","A","",13,11,275040,186955,3738,477,24816,"",0.26,0.24,0.11,0.36,0.21,0.44,0.44,"",7,116.7,6,120.0,133832,94.8,106831,133.3,2112,129.9,-32,-6.3,-1661,-6.3
"04005","3","99","74","0","2021","A","",0,0,0,0,0,0,0,"",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04005","5","99","74","0","2021","A","",23,24,901060,456922,8421,732,38073,"",0.29,0.30,0.22,0.45,0.28,0.73,0.73,"",12,109.1,8,50.0,218874,32.1,61584,15.6,-614,-6.8,-97,-11.7,-5012,-11.6
"04007","5","99","74","0","2021","A","",6,10,309633,125504,2263,606,31488,"",0.27,0.51,0.30,0.53,0.33,0.59,0.59,"",1,20.0,7,233.3,162352,110.2,104614,500.8,1845,441.4,-244,-28.7,-12696,-28.7
"04009","5","99","74","0","2021","A","",5,8,169829,82991,1769,400,20795,"",0.40,0.61,0.25,0.60,0.39,0.40,0.40,"",4,400.0,7,700.0,136948,416.5,57039,219.8,1250,240.8,-232,-36.7,-12086,-36.8
"04011","5","99","74","0","2021","A","",0,0,0,0,0,0,0,"",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"",0,0.0,0,0.0,-1082,-100.0,-1082,-100.0,-22,-100.0,-125,-100.0,-6492,-100.0
"04012","5","99","74","0","2021","A","",0,1,24208,23698,473,399,20750,"",0.00,0.13,0.06,0.22,0.11,0.44,0.44,"",-1,-100.0,0,0.0,-17992,-42.6,5507,30.3,110,30.3,-210,-34.5,-10900,-34.4
"04013","5","99","74","0","2021","A","",942,1425,67121348,23335493,468385,906,47111,"",0.37,0.51,0.34,0.55,0.36,0.67,0.67,"",445,89.5,592,71.1,31032789,86.0,7223998,44.8,210161,81.4,73,8.8,3770,8.7
"04015","3","99","74","0","2021","A","",0,0,0,0,0,0,0,"",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04015","5","99","74","0","2021","A","",35,53,2197021,848635,22032,803,41782,"",0.39,0.73,0.63,0.81,0.67,0.87,0.87,"",10,40.0,-9,-14.5,314076,16.7,36620,4.5,5915,36.7,216,36.8,11248,36.8
"04017","5","99","74","0","2021","A","",14,25,835331,322586,5789,634,32974,"",0.37,0.69,0.47,0.82,0.38,0.67,0.67,"",9,180.0,19,316.7,662353,382.9,211631,190.7,4464,336.9,116,22.4,6016,22.3
"04019","5","99","74","0","2021","A","",162,229,10148874,3204117,62823,853,44334,"",0.37,0.46,0.34,0.51,0.36,0.74,0.74,"",88,118.9,118,106.3,7022154,224.6,1603090,100.1,34875,124.8,311,57.4,16144,57.3
"04021","5","99","74","0","2021","A","",16,19,747986,271397,6778,750,39025,"",0.20,0.22,0.16,0.26,0.22,0.73,0.73,"",8,100.0,15,375.0,490048,190.0,161762,147.5,5537,446.2,-440,-37.0,-22880,-37.0
"04023","5","99","74","0","2021","A","",8,2,79646,50388,1008,766,39823,"",0.32,0.11,0.08,0.23,0.06,0.69,0.69,"",3,60.0,-2,-50.0,-35023,-30.5,-55781,-52.5,-1115,-52.5,178,30.3,9245,30.2
"04025","5","99","74","0","2021","A","",51,56,1852259,862483,16717,634,32978,"",0.37,0.63,0.42,0.71,0.50,0.65,0.65,"",21,70.0,31,124.0,888461,92.2,461239,115.0,9449,130.0,-112,-15.0,-5833,-15.0
"04027","5","99","74","0","2021","A","",29,49,1377382,662376,14210,545,28351,"",0.39,0.54,0.30,0.50,0.10,0.56,0.56,"",14,93.3,26,113.0,744376,117.6,295820,80.7,5127,56.4,20,3.8,1027,3.8
"04999","3","99","74","0","2021","A","",10,4,316849,25200,504,1492,77596,"",54.34,45.66,37.87,84.53,48.47,0.81,0.81,"",7,233.3,3,300.0,316339,62027.3,24690,4841.2,494,4940.0,1479,11376.9,76916,11311.2
"04999","5","99","74","0","2021","A","",1209,2012,141106863,28291858,504044,1349,70133,"",3.67,33.32,21.69,24.18,10.86,0.65,0.65,"",807,200.7,1342,200.3,92666067,191.3,15277032,117.4,220194,77.6,-42,-3.0,-2212,-3.1
"05000","5","99","54","0","2021","A","",1,0,28384,10000,310,2183,113536,"",0.00,0.00,0.00,0.00,0.00,2.04,2.04,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"05077","5","99","74","0","2021","A","",0,0,0,0,0,0,0,"",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05999","5","99","74","0","2021","A","",1,0,28384,10000,310,2183,113536,"",0.00,0.00,0.01,0.01,0.01,1.39,1.39,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"06000","1","99","54","0","2021","A","",1,0,44306,0,0,2556,132918,"",0.94,0.00,0.76,0.00,0.00,0.80,0.80,"",1,100.0,0,0.0,44306,100.0,0,0.0,0,0.0,2556,100.0,132918,100.0
"06000","2","99","54","0","2021","A","",0,2,20833,0,0,219,11363,"",0.00,0.46,0.10,0.00,0.00,0.23,0.23,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06000","3","99","54","0","2021","A","",10,45,2687378,0,0,1144,59499,"",0.50,1.36,0.99,0.00,0.00,0.72,0.72,"N",10,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"06000","5","99","54","0","2021","A","",757,2101,116894521,30144776,1106453,1070,55629,"",0.02,0.09,0.06,0.09,0.06,0.60,0.60,"",215,39.7,1111,112.2,71893521,159.8,12987511,75.7,483470,77.6,196,22.4,10189,22.4
"06001","5","99","74","0","2021","A","",4,5,375762,66528,2593,1355,70455,"",0.00,0.00,0.00,0.00,0.00,0.70,0.70,"",3,300.0,4,400.0,358562,2084.7,54041,432.8,2168,510.1,788,139.0,40969,138.9
"06007","5","99","74","0","2021","A","",0,0,20491,924,18,1576,81964,"",0.00,0.00,0.00,0.00,0.00,1.48,1.48,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06013","5","99","74","0","2021","A","N",4,0,0,0,0,0,0,"N",0.01,0,0,0,0,0,0,"N",3,300.0,0,0,0,0,0,0,0,0,0,0,0,0
"06019","3","99","74","0","2021","A","",4,7,455628,0,0,1314,68344,"",8.51,9.13,11.89,0.00,0.00,1.37,1.37,"N",4,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"06019","5","99","74","0","2021","A","",1,0,27396,10101,344,1264,65750,"",0.00,0.00,0.00,0.00,0.00,1.17,1.17,"",1,100.0,0,0.0,24517,851.6,7222,250.9,246,251.0,1264,100.0,65750,100.0
"06023","5","99","74","0","2021","A","",0,0,3591,3591,122,0,0,"",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06029","5","99","74","0","2021","A","",2,5,149137,46899,1781,546,28407,"",0.00,0.01,0.01,0.01,0.00,0.49,0.49,"",1,100.0,3,150.0,40203,36.9,31882,212.3,1270,248.5,-385,-41.4,-20008,-41.3
"06037","5","99","74","0","2021","A","",26,33,2915739,538232,18386,1699,88356,"",0.00,0.01,0.01,0.01,0.00,1.05,1.06,"",18,225.0,22,200.0,2055424,238.9,242059,81.7,8120,79.1,228,15.5,11884,15.5
"06041","5","99","74","0","2021","A","",1,0,23079,11874,404,2663,138474,"",0.00,0.00,0.00,0.01,0.00,1.44,1.44,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"06043","5","99","74","0","2021","A","",0,1,19114,19114,650,368,19114,"",0.00,0.14,0.05,0.26,0.12,0.38,0.38,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06045","5","99","74","0","2021","A","",1,0,10933,8093,275,0,0,"",0.01,0.00,0.01,0.02,0.01,0.00,0.00,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"06047","5","99","74","0","2021","A","",1,1,132567,17575,628,5099,265134,"",0.01,0.01,0.02,0.01,0.01,4.95,4.95,"",1,100.0,1,100.0,132192,35251.2,17200,4586.7,615,4730.8,5012,5760.9,260634,5791.9
"06053","5","99","74","0","2021","A","",0,4,154262,21784,719,727,37778,"",0.00,0.02,0.01,0.01,0.00,0.63,0.63,"",0,0.0,4,100.0,150626,4142.6,18148,499.1,595,479.8,307,73.1,15962,73.2
"06057","5","99","74","0","2021","A","",0,0,14039,0,0,1080,56156,"",0.00,0.00,0.01,0.00,0.00,0.94,0.94,"",0,0.0,0,0.0,14039,100.0,0,0.0,0,0.0,1080,100.0,56156,100.0
"06059","5","99","74","0","2021","A","",8,26,1229061,158492,4879,903,46970,"",0.00,0.01,0.01,0.00,0.00,0.58,0.58,"",4,100.0,25,2500.0,1156067,1583.8,118806,299.4,3362,221.6,-88,-8.9,-4555,-8.8
"06061","5","99","74","0","2021","A","",5,5,138707,37619,1486,562,29201,"",0.02,0.02,0.01,0.01,0.01,0.40,0.40,"",5,100.0,5,100.0,71621,106.8,30619,437.4,1248,524.4,-4598,-89.1,-239143,-89.1
"06065","3","99","74","0","2021","A","",7,39,2231750,0,0,1115,57968,"",7.97,26.20,29.08,0.00,0.00,1.12,1.12,"N",7,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"06065","5","99","74","0","2021","A","",3,11,513199,178319,6149,933,48491,"",0.00,0.01,0.01,0.01,0.01,0.83,0.83,"",2,200.0,11,100.0,505048,6196.1,170168,2087.7,5872,2119.9,-948,-50.4,-49321,-50.4
"06067","5","99","74","0","2021","A","",3,3,254774,11799,384,1470,76432,"",0.00,0.00,0.00,0.00,0.00,0.99,0.99,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0
"06071","5","99","74","0","2021","A","",5,10,485188,99618,3374,957,49763,"",0.00,0.01,0.01,0.01,0.00,0.83,0.83,"",3,150.0,7,233.3,365167,304.3,19409,24.2,983,41.1,208,27.8,10837,27.8
"06073","5","99","74","0","2021","A","N",6,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,"N",3,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"06075","5","99","74","0","2021","A","N",4,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,"N",3,300.0,0,0,0,0,0,0,0,0,0,0,0,0
"06077","5","99","74","0","2021","A","",2,3,135971,13980,481,981,50989,"",0.00,0.01,0.01,0.00,0.00,0.84,0.84,"",1,100.0,1,50.0,122040,876.0,49,0.4,7,1.5,812,480.5,42190,479.5
"06079","5","99","74","0","2021","A","",1,0,77890,1767,80,5992,311560,"",0.00,0.00,0.01,0.00,0.00,5.07,5.07,"",0,0.0,0,0.0,73654,1738.8,-1989,-53.0,-47,-37.0,5796,2957.1,301394,2964.7
"06081","5","99","74","0","2021","A","",1,4,81805,50085,1694,439,22829,"",0.00,0.01,0.00,0.01,0.00,0.12,0.12,"",1,100.0,4,100.0,74605,1036.2,43085,615.5,1456,611.8,-115,-20.8,-5971,-20.7
"06083","5","99","74","0","2021","A","",1,0,29494,16813,572,1361,70786,"",0.00,0.00,0.00,0.00,0.00,1.04,1.04,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"06085","2","99","74","0","2021","A","",0,2,20833,0,0,219,11363,"",0.00,7.26,0.72,0.00,0.00,0.11,0.11,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06085","5","99","74","0","2021","A","",4,2,166854,78721,2662,1375,71509,"",0.00,0.00,0.00,0.00,0.00,0.36,0.36,"",3,300.0,0,0.0,99457,147.6,65806,509.5,2223,506.4,634,85.6,32996,85.7
"06087","5","99","74","0","2021","A","",0,0,2752,2752,94,0,0,"",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06089","5","99","74","0","2021","A","",1,1,60470,2224,64,1269,65967,"",0.01,0.01,0.01,0.00,0.00,1.14,1.14,"",1,100.0,1,100.0,49638,458.3,-8608,-79.5,-304,-82.6,436,52.3,22639,52.3
"06095","5","99","74","0","2021","A","",1,1,144593,13236,485,1963,102066,"",0.00,0.01,0.01,0.01,0.00,1.44,1.44,"",1,100.0,1,100.0,117251,428.8,13070,7873.5,482,16066.7,-140,-6.7,-7302,-6.7
"06097","5","99","74","0","2021","A","",1,0,33800,19800,673,1950,101400,"",0.00,0.00,0.00,0.01,0.00,1.37,1.37,"",0,0.0,-1,-100.0,-8484,-20.1,8544,75.9,290,75.7,556,39.9,28913,39.9
"06099","5","99","74","0","2021","A","",1,1,73439,4360,220,1130,58751,"",0.00,0.00,0.00,0.00,0.00,0.96,0.96,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"06107","5","99","74","0","2021","A","",1,0,1168,1168,40,0,0,"",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"06111","5","99","74","0","2021","A","",3,4,414386,49031,1835,1839,95628,"",0.00,0.01,0.01,0.01,0.01,1.35,1.35,"",2,200.0,3,300.0,293572,243.0,42031,600.4,1597,671.0,-1259,-40.6,-65457,-40.6
"06113","5","99","74","0","2021","A","",0,0,1631,0,0,376,19572,"",0.00,0.00,0.00,0.00,0.00,0.26,0.26,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06999","1","99","74","0","2021","A","",1,0,44306,0,0,2556,132918,"",27.72,0.00,22.23,0.00,0.00,0.59,0.59,"",1,100.0,0,0.0,44306,100.0,0,0.0,0,0.0,2556,100.0,132918,100.0
"06999","5","99","74","0","2021","A","N",668,0,0,0,0,0,0,"N",0.55,0,0,0,0,0,0,"N",154,30.0,0,0,0,0,0,0,0,0,0,0,0,0
"08000","5","99","54","0","2021","A","",728,1215,94063806,29647715,648475,1489,77408,"",0.15,0.33,0.34,0.31,0.26,1.01,1.01,"",-1739,-70.5,-903,-42.6,-90969188,-49.2,-20153616,-40.5,-291552,-31.0,-191,-11.4,-9944,-11.4
"08001","5","99","74","0","2021","A","",10,26,1072147,396429,7659,806,41908,"",0.04,0.08,0.05,0.05,0.04,0.60,0.60,"",3,42.9,11,73.3,437015,68.8,143952,57.0,3653,91.2,-17,-2.1,-910,-2.1
"08003","5","99","74","0","2021","A","N",1,0,0,0,0,0,0,"N",0.08,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"08005","5","99","74","0","2021","A","",11,16,1002122,236491,4445,1237,64307,"",0.02,0.04,0.03,0.02,0.01,0.76,0.76,"",4,57.1,-4,-20.0,167428,20.1,-114584,-32.6,-1288,-22.5,444,56.0,23088,56.0
"08009","5","99","74","0","2021","A","",1,0,0,0,0,0,0,"",0.38,0.00,0.00,0.00,0.00,0.00,0.00,"",1,100.0,-1,-100.0,-15429,-100.0,0,0.0,0,0.0,-396,-100.0,-20572,-100.0
"08013","5","99","74","0","2021","A","",13,18,1878053,416897,7990,1961,101976,"",0.03,0.07,0.08,0.07,0.05,1.12,1.12,"",0,0.0,-2,-10.0,-2306025,-55.1,-219201,-34.5,-1928,-19.4,-2096,-51.7,-108986,-51.7
"08014","5","99","74","0","2021","A","",4,13,1180341,333358,3410,1702,88526,"",0.06,0.24,0.19,0.21,0.08,0.77,0.77,"",0,0.0,2,18.2,304422,34.8,45175,15.7,802,30.8,110,6.9,5762,7.0
"08015","5","99","74","0","2021","A","",1,0,0,0,0,0,0,"",0.04,0.00,0.00,0.00,0.00,0.00,0.00,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"08021","5","99","74","0","2021","A","",0,0,26163,17016,187,0,0,"",0.00,0.00,0.32,0.27,0.14,0.00,0.00,"N",-1,-100.0,0,0,0,0,0,0,0,0,0,0,0,0
"08029","5","99","74","0","2021","A","",1,0,0,0,0,0,0,"",0.05,0.00,0.00,0.00,0.00,0.00,0.00,"",0,0.0,-1,-100.0,-9900,-100.0,-5447,-100.0,-403,-100.0,-143,-100.0,-7425,-100.0
"08031","5","99","74","0","2021","A","",32,47,3506180,887121,16989,1427,74205,"",0.04,0.07,0.05,0.05,0.03,0.78,0.78,"",15,88.2,16,51.6,688504,24.4,102325,13.0,6120,56.3,-335,-19.0,-17427,-19.0
"08035","5","99","74","0","2021","A","",12,39,2324326,547524,18385,1154,59983,"",0.04,0.21,0.15,0.11,0.14,0.72,0.72,"",5,71.4,13,50.0,820074,54.5,107585,24.5,10438,131.3,23,2.0,1185,2.0
"08037","5","99","74","0","2021","A","",2,2,129124,40211,684,1242,64562,"",0.02,0.05,0.05,0.03,0.02,1.07,1.07,"",2,100.0,2,100.0,113124,707.0,24211,151.3,412,151.5,11,0.9,562,0.9
"08039","5","99","74","0","2021","A","",0,0,26442,13600,231,2034,105768,"",0.00,0.00,0.09,0.07,0.07,1.88,1.88,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08041","5","99","74","0","2021","A","",16,25,944145,294539,5456,734,38147,"",0.03,0.06,0.04,0.03,0.02,0.59,0.59,"",5,45.5,2,8.7,52991,5.9,-6771,-2.2,-153,-2.7,2,0.3,91,0.2
"08043","5","99","74","0","2021","A","",0,0,14426,13600,231,1110,57704,"",0.00,0.00,0.01,0.04,0.03,1.13,1.13,"",-1,-100.0,-1,-100.0,-33357,-69.8,-1468,-9.7,-11,-4.5,421,61.1,21867,61.0
"08045","5","99","74","0","2021","A","",2,2,106528,74612,1269,1117,58106,"",0.03,0.06,0.05,0.08,0.06,0.97,0.97,"",2,100.0,2,100.0,106528,100.0,74612,100.0,1269,100.0,1117,100.0,58106,100.0
"08051","5","99","74","0","2021","A","",1,1,37526,21272,619,666,34639,"",0.04,0.08,0.06,0.06,0.09,0.71,0.71,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"08059","5","99","74","0","2021","A","",12,20,1163173,345665,6494,1109,57678,"",0.02,0.06,0.05,0.04,0.03,0.76,0.76,"",3,33.3,-8,-28.6,-189424,-14.0,-4970,-1.4,1563,31.7,186,20.2,9657,20.1
"08067","5","99","74","0","2021","A","",3,9,403311,260991,5256,912,47448,"",0.05,0.26,0.20,0.24,0.24,0.81,0.82,"",2,200.0,8,800.0,228793,131.1,151338,138.0,3775,254.9,-2444,-72.8,-127070,-72.8
"08069","5","99","74","0","2021","A","",11,19,1550333,483761,9257,1597,83054,"",0.04,0.09,0.11,0.09,0.07,1.26,1.26,"",4,57.1,-11,-36.7,-218598,-12.4,42688,9.7,4014,76.6,466,41.2,24253,41.2
"08075","5","99","74","0","2021","A","",1,1,38074,12517,259,1098,57111,"",0.07,0.10,0.07,0.06,0.06,1.13,1.13,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"08077","5","99","74","0","2021","A","",6,6,677475,97517,3072,2266,117822,"",0.05,0.07,0.15,0.05,0.05,2.19,2.19,"",1,20.0,0,0.0,-268097,-28.4,24314,33.2,1755,133.3,-1040,-31.5,-54100,-31.5
"08083","5","99","74","0","2021","A","",1,0,8672,8295,125,667,34688,"",0.05,0.00,0.02,0.02,0.02,0.74,0.74,"",0,0.0,-1,-100.0,-6942,-44.5,3968,91.7,87,228.9,66,11.0,3460,11.1
"08085","5","99","74","0","2021","A","",1,2,352591,98652,1704,3538,183961,"",0.03,0.10,0.34,0.20,0.13,3.74,3.74,"",0,0.0,1,100.0,195211,124.0,18527,23.1,659,63.1,944,36.4,49064,36.4
"08087","5","99","74","0","2021","A","",0,0,2208,2208,7,170,8832,"",0.00,0.00,0.00,0.01,0.00,0.16,0.16,"",-1,-100.0,-1,-100.0,-29472,-93.0,-12892,-85.4,-250,-97.3,-744,-81.4,-38688,-81.4
"08093","5","99","74","0","2021","A","",0,0,0,0,0,0,0,"",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08097","5","99","74","0","2021","A","",3,3,129497,43751,796,747,38849,"",0.07,0.14,0.09,0.06,0.04,0.54,0.54,"",2,200.0,2,200.0,105193,432.8,32967,305.7,622,357.5,373,99.7,19406,99.8
"08099","5","99","74","0","2021","A","",0,1,22798,9779,166,585,30397,"",0.00,0.16,0.09,0.05,0.06,0.73,0.73,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08101","5","99","74","0","2021","A","",2,3,187089,64472,1976,1107,57566,"",0.02,0.04,0.04,0.04,0.04,1.06,1.06,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"08103","5","99","74","0","2021","A","N",0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08107","5","99","74","0","2021","A","",2,2,92264,25769,455,1014,52722,"",0.05,0.10,0.08,0.05,0.03,0.91,0.91,"",1,100.0,2,100.0,-30724,-25.0,25769,100.0,455,100.0,-8447,-89.3,-439230,-89.3
"08119","5","99","74","0","2021","A","",1,2,73966,27131,789,898,46715,"",0.05,0.19,0.14,0.09,0.14,0.93,0.93,"",0,0.0,1,100.0,63166,584.9,16331,151.2,605,328.8,483,116.4,25115,116.3
"08121","5","99","74","0","2021","A","",1,2,88488,13277,126,756,39328,"",0.30,1.31,1.38,0.35,0.27,0.93,0.93,"",0,0.0,0,0.0,22207,33.5,-2269,-14.6,10,8.6,119,18.7,6187,18.7
"08123","5","99","74","0","2021","A","",4,13,1098729,217163,3706,1595,82923,"",0.02,0.09,0.12,0.06,0.04,1.32,1.32,"",3,300.0,8,160.0,739341,205.7,151331,229.9,3044,459.8,319,25.0,16574,25.0
"08999","5","99","74","0","2021","A","N",578,0,0,0,0,0,0,"N",9.89,0,0,0,0,0,0,"N",-1791,-75.6,0,0,0,0,0,0,0,0,0,0,0,0
