area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,qtrly_estabs,month1_emplvl,month2_emplvl,month3_emplvl,total_qtrly_wages,taxable_qtrly_wages,qtrly_contributions,avg_wkly_wage,lq_disclosure_code,lq_qtrly_estabs,lq_month1_emplvl,lq_month2_emplvl,lq_month3_emplvl,lq_total_qtrly_wages,lq_taxable_qtrly_wages,lq_qtrly_contributions,lq_avg_wkly_wage,oty_disclosure_code,oty_qtrly_estabs_chg,oty_qtrly_estabs_pct_chg,oty_month1_emplvl_chg,oty_month1_emplvl_pct_chg,oty_month2_emplvl_chg,oty_month2_emplvl_pct_chg,oty_month3_emplvl_chg,oty_month3_emplvl_pct_chg,oty_total_qtrly_wages_chg,oty_total_qtrly_wages_pct_chg,oty_taxable_qtrly_wages_chg,oty_taxable_qtrly_wages_pct_chg,oty_qtrly_contributions_chg,oty_qtrly_contributions_pct_chg,oty_avg_wkly_wage_chg,oty_avg_wkly_wage_pct_chg
US000,3,48-49,14,0,2022,1,,2918,283028,283185,283488,4996205772,241139018,2338351,1357,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,28,1.0,-3338,-1.2,-2870,-1.0,-2042,-0.7,447694838,9.8,4708910,2.0,-327441,-12.3,134,11.0
US000,3,51,14,0,2022,1,,5101,118492,118662,118874,1116914526,101249148,685078,724,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-17,-0.3,2362,2.0,2603,2.2,2615,2.2,68309301,6.5,5971870,6.3,-137930,-16.8,30,4.3
US000,3,52,14,0,2022,1,,185,10652,10727,10743,243186381,54825220,825386,1747,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,8,4.5,543,5.4,649,6.4,613,6.1,21169606,9.5,4539403,9.0,-63713,-7.2,57,3.4
US000,3,53,14,0,2022,1,,1720,33366,33501,33532,436726018,154503389,1931713,1004,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-15,-0.9,358,1.1,533,1.6,359,1.1,21373181,5.1,5747129,3.9,-563297,-22.6,37,3.8
US000,3,54,14,0,2022,1,,1108,20075,20133,20065,366420898,35909374,338699,1403,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,21,1.9,9,0.0,46,0.2,-20,-0.1,23138368,6.7,2050659,6.1,-42474,-11.1,88,6.7
US000,3,56,14,0,2022,1,,3413,69316,69310,69773,929329788,143411159,2619727,1029,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,13,0.4,741,1.1,939,1.4,1105,1.6,56472258,6.5,2991656,2.1,-864886,-24.8,49,5.0
US000,3,61,14,0,2022,1,,66207,7832369,7930689,7961636,105925160973,2861448086,15904056,1030,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,150,0.2,305001,4.1,315170,4.1,293082,3.8,6839946917,6.9,178621756,6.7,-750187,-4.5,28,2.8
US000,3,62,14,0,2022,1,,7032,904117,904668,907765,15312439675,879643570,4789578,1301,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,42,0.6,-12826,-1.4,-11947,-1.3,-9212,-1.0,1245098990,8.9,49135459,5.9,-5183069,-52.0,121,10.3
US000,3,71,14,0,2022,1,,3924,236097,239503,242410,2234672136,542116461,7898036,718,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-3,-0.1,26300,12.5,27502,13.0,25033,11.5,323575664,16.9,70425059,14.9,-445263,-5.3,28,4.1
US000,3,72,14,0,2022,1,,701,90992,91947,92293,1017520583,303351443,6556427,853,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-3,-0.4,6235,7.4,6529,7.6,5940,6.9,172296989,20.4,54322613,21.8,263942,4.2,93,12.2
US000,3,81,14,0,2022,1,,2099,31113,31080,31397,399292269,62468829,938972,985,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-12,-0.6,-112,-0.4,-101,-0.3,22,0.1,19234541,5.1,2186665,3.6,-144505,-13.3,50,5.3
US000,3,92,14,0,2022,1,,63261,3963326,3969660,3980218,63978345181,4470332765,34932111,1239,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,89,0.1,15170,0.4,27219,0.7,20958,0.5,3876943646,6.5,230888371,5.4,-11944885,-25.5,69,5.9
US000,3,99,14,0,2022,1,,191,432,449,457,8245849,785894,6513,1422,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,89,87.3,259,149.7,255,131.4,202,79.2,5443055,194.2,341832,77.0,-3930,-37.6,382,36.7
US000,5,10,11,0,2022,1,,10996241,124243984,125639786,126152430,2278135963738,1018613815112,18438709107,1398,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,643185,6.2,6795826,5.8,7384150,6.2,6779409,5.7,265925838715,13.2,103425825763,11.3,318065598,1.8,90,6.9
US000,5,11,14,0,2022,1,,111209,1106772,1134254,1149450,11493907607,8767399998,212888072,782,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1886,1.7,4208,0.4,18596,1.7,12245,1.1,914639849,8.6,507138449,6.1,-1539280,-0.7,54,7.4
US000,5,21,14,0,2022,1,,30932,522114,528423,532880,17803263309,6681388142,152994201,2595,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-323,-1.0,29917,6.1,36324,7.4,32935,6.6,2890704189,19.4,585892238,9.6,10308719,7.2,276,11.9
US000,5,22,14,0,2022,1,,21457,544809,547857,547906,19580639245,6745323083,81182841,2754,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1362,6.8,5063,0.9,6691,1.2,5989,1.1,941875209,5.1,122124929,1.8,-6814849,-7.7,104,3.9
US000,5,23,14,0,2022,1,,889907,7206870,7309079,7417350,124287442908,73789657067,2067644912,1308,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,35036,4.1,227225,3.3,367377,5.3,273382,3.8,11243240426,9.9,5074804870,7.4,-47979417,-2.3,70,5.7
US000,5,31-33,14,0,2022,1,,376397,12459228,12585315,12632354,254641118352,129431283312,2367669206,1560,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,14727,4.1,354865,2.9,439378,3.6,427512,3.5,25600688715,11.2,9060948778,7.5,-11191692,-0.5,110,7.6
US000,5,42,14,0,2022,1,,629643,5803415,5846128,5867130,142498444387,62691786739,1069462059,1877,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,18026,2.9,252626,4.6,275374,4.9,269317,4.8,18247566662,14.7,5214902281,9.1,-8391807,-0.8,162,9.4
US000,5,44-45,14,0,2022,1,,1049266,15278453,15308929,15295623,151600423363,100585724563,1401481236,762,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,6050,0.6,145987,1.0,295455,2.0,230160,1.5,15283155321,11.2,6076487055,6.4,-17920199,-1.3,66,9.5
US000,5,48-49,14,0,2022,1,,303505,6320426,6384718,6331936,92389029656,55159733530,977460950,1120,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,23242,8.3,436146,7.4,590530,10.2,548544,9.5,14718703832,19.0,7341114977,15.4,92885560,10.5,94,9.2
US000,5,51,14,0,2022,1,,246941,2926073,2973131,2981252,118621950434,37281662114,718006554,3083,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,34453,16.2,240933,9.0,218053,7.9,226774,8.2,7686599835,6.9,3837074249,11.5,-15373305,-2.1,-41,-1.3
US000,5,52,14,0,2022,1,,552595,6208011,6222702,6215238,281582046929,72387047257,1179858717,3485,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,27571,5.3,126973,2.1,124002,2.0,106515,1.7,25336113197,9.9,3615649361,5.3,-85981440,-6.8,252,7.8
US000,5,53,14,0,2022,1,,465485,2246335,2264661,2270444,43755819648,20592254193,394995432,1489,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,25355,5.8,122049,5.7,131926,6.2,123758,5.8,6818293738,18.5,2108331285,11.4,1275507,0.3,158,11.9
US000,5,54,14,0,2022,1,,1510842,10206824,10339891,10334023,300607951172,112541044239,2081931409,2246,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,139683,10.2,642835,6.7,682822,7.1,638391,6.6,34326549056,12.9,11764603905,11.7,-19229011,-0.9,121,5.7
US000,5,55,14,0,2022,1,,83923,2441541,2453549,2461340,108311841020,34933327402,529384239,3398,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,6521,8.4,126131,5.4,137499,5.9,136806,5.9,14815560090,15.8,4725781192,15.6,-6963723,-1.3,296,9.5
US000,5,56,14,0,2022,1,,641891,9140657,9282567,9310098,124623597602,74392174582,1573904227,1037,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,45945,7.7,581246,6.8,636288,7.4,595579,6.8,22649957111,22.2,10122339778,15.7,73541015,4.9,129,14.2
US000,5,61,14,0,2022,1,,148036,2889761,3026113,3020350,41866640001,10070986497,171713394,1081,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,10525,7.7,192012,7.1,211579,7.5,179543,6.3,3570299859,9.3,1160902013,13.0,-2563772,-1.5,23,2.2
US000,5,62,14,0,2022,1,,1817706,19964265,20078445,20105821,285938108481,100974331344,1577288681,1097,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,50886,2.9,286590,1.5,351380,1.8,319289,1.6,24724732113,9.5,7370814684,7.9,-17751206,-1.1,79,7.8
US000,5,71,14,0,2022,1,,168962,1947618,1998916,2074990,22308627942,10842466019,215197457,855,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9299,5.8,451707,30.2,456185,29.6,430319,26.2,5979318125,36.6,2844301785,35.6,52186364,32.0,50,6.2
US000,5,72,14,0,2022,1,,753012,12513502,12755192,12957687,81165565283,67771445808,1064607815,490,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,24387,3.3,2087616,20.0,1909565,17.6,1745528,15.6,20424423762,33.6,16602036829,32.4,256747085,31.8,58,13.4
US000,5,81,14,0,2022,1,,856650,4216477,4272932,4296572,49017181474,29626468609,507922520,885,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,26438,3.2,323602,8.3,318932,8.1,283349,7.1,6114251644,14.3,3324268291,12.6,17999961,3.7,50,6.0
US000,5,99,14,0,2022,1,,337882,300833,326984,349986,6042364925,3348310614,93115185,1426,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,142116,72.6,158095,110.8,176194,116.8,193474,123.6,3639165982,151.4,1966308814,142.3,54821088,143.2,194,15.7
US000,8,10,95,0,2022,1,,302789,21265294,21446901,21495929,343087985108,13103074394,89377516,1233,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,394,0.1,286849,1.4,316745,1.5,278991,1.3,19637834844,6.1,732128970,5.9,-27260405,-23.4,54,4.6
US000,9,10,94,0,2022,1,,11238111,142650301,144229426,144796397,2560414847201,1031716889506,18528086623,1369,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,644012,6.1,7090273,5.2,7711685,5.6,7074082,5.1,283643378085,12.5,104157954733,11.2,290805193,1.6,87,6.8
